,Unnamed: 0,E_HOMO_PM6[eV],E_LUMO_PM6[eV],DipoleMoment [D],IsotropicAverageAlpha [A.U.],AverageBeta [A.U.], AverageGamma [A.U.],S1(CAS2-1+CIS) [eV],S2(CAS2-1+CIS) [eV],INDOS-OscStr(CAS2-1+CIS),CI-Coef**2(CAS2-1+CIS),T1(CAS2-1+CIS) [eV],T2(CAS2-1+CIS) [eV],nAcid,naAromAtom,nAromBond,nAtom,nHeavyAtom,nH,nB,nC,nN,nO,nS,nF,nX,nBase,nBonds,nBonds2,nBondsS,nBondsS2,nBondsS3,nBondsD,nBondsD2,nBondsT,nBondsM,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,Sv,Sse,Spe,Sare,Sp,Si,Mv,Mse,Mpe,Mare,Mp,Mi,nHBAcc,nHBAcc2,nHBAcc3,nHBAcc_Lipinski,nHBDon,nHBDon_Lipinski,nAtomLC,nAtomP,nAtomLAC,nRing,n3Ring,n4Ring,n5Ring,n6Ring,n7Ring,n8Ring,n9Ring,n10Ring,nFRing,nF4Ring,nF5Ring,nF6Ring,nF7Ring,nF8Ring,nF9Ring,nF10Ring,nHeteroRing,n3HeteroRing,n4HeteroRing,n5HeteroRing,n6HeteroRing,n7HeteroRing,n8HeteroRing,n9HeteroRing,n10HeteroRing,nF4HeteroRing,nF5HeteroRing,nF6HeteroRing,nF7HeteroRing,nF8HeteroRing,nF9HeteroRing,nF10HeteroRing,nT4HeteroRing,nT5HeteroRing,nT6HeteroRing,nT7HeteroRing,nT8HeteroRing,nT9HeteroRing,nT10HeteroRing,nRotB,RotBFrac,nRotBt,RotBtFrac, DRC(PUHF)
123,101671277,-10.43227,-0.47626,0.6409999999999999,50.55916,177.2581,7525.13377,2.8604289,4.6637575999999985,0.197385,0.01682614,1.1514230000000223,4.036644200000024,0.0,0.0,0.0,9.0,5.0,4.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,9.0,7.0,7.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.679744351719928,8.763292061179898,8.4,8.527999999999999,7.706091017964071,64.14877964071856,0.7421938168577698,0.9736991179088774,0.9333333333333332,0.9475555555555556,0.8562323353293412,7.127642182302062,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.146018
124,101671278,-9.30112,0.28315,4.841,46.30721,111.8537,4295.64412,2.6416867,3.3437148000000003,0.002547,0.29712075,-0.1064005000000634,4.7841835999999365,0.0,0.0,0.0,9.0,5.0,4.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,9.0,9.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.314381844087118,9.432629278951199,9.184313725490195,9.376,5.394713772455089,71.6171389221557,0.5904868715652353,1.0480699198834666,1.020479302832244,1.041777777777778,0.5994126413838987,7.957459880239522,3.0,3.0,3.0,3.0,2.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.489509
125,101671279,-10.26909,0.10358,3.63,40.08181,52.9439,1495.98468,2.2801217,2.8063959,0.000595,0.37025714,-0.19369910000000345,3.891715499999997,0.0,0.0,0.0,7.0,5.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,7.0,7.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.686225117036434,7.879825200291332,7.772549019607843,7.959999999999999,4.239273053892216,54.23451257485032,0.6694607310052049,1.1256893143273332,1.1103641456582634,1.1371428571428568,0.6056104362703165,7.747787510692903,3.0,3.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.602831
129,101714802,-8.71288,0.82637,1.97,79.76677,33.7099,1616.72703,2.0568072,5.3314977,0.007868,0.01136848,0.7955178999998225,6.467691599999823,0.0,0.0,0.0,18.0,7.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,19.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,9.980052920822313,17.38310269482884,16.490196078431378,16.680000000000007,11.3920497005988,136.76944491017966,0.5544473844901284,0.9657279274904912,0.9161220043572988,0.9266666666666672,0.6328916500332666,7.598302495009983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.216522
130,101714803,-8.984919999999997,0.65584,1.972,68.20123000000001,29.9437,1090.08627,2.5293157,6.0994977,0.011028,0.0110158,1.2017353999999614,7.048068399999961,0.0,0.0,0.0,15.0,6.0,9.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,16.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,8.438225117036438,14.495265841223596,13.764705882352946,13.920000000000005,9.593495209580837,113.74118982035931,0.5625483411357625,0.9663510560815732,0.9176470588235296,0.9280000000000004,0.6395663473053891,7.582745988023952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12973900000000002
136,101729073,-7.3731399999999985,0.09657,0.851,86.18418,89.8395,-3207.49231,4.3828824,4.6752847,0.017894,0.32078183,0.05503560000011021,4.265916200000111,0.0,0.0,0.0,17.0,7.0,10.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,17.0,17.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,9.423938123346225,16.769847050254914,15.976470588235298,16.200000000000006,10.473011976047902,130.03849101796408,0.5543493013733075,0.9864615911914656,0.9397923875432528,0.9529411764705886,0.6160595280028177,7.64932300105671,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2857142857142857,0.472822
150,101857324,-5.766,-0.3599,0.98,132.01985,237.0288,-1815.45449,4.729043700000001,4.867125,0.006807,0.45296587,-0.02893539999990935,4.711973600000091,0.0,0.0,0.0,22.0,8.0,14.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,22.0,22.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,11.792794626501124,21.2148579752367,20.078431372549023,20.320000000000004,13.589881437125745,167.94048023952098,0.5360361193864147,0.9643117261471228,0.9126559714795012,0.9236363636363638,0.6177218835057157,7.633658192705499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.912654
154,101865467,-7.498639999999999,-0.52095,2.018,100.42092,579.1936,115187.59266,2.8005523,3.5466362,0.170722,0.0,1.0223072999999658,2.340278299999966,0.0,0.0,0.0,14.0,6.0,8.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,13.0,13.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,9.052310197435382,13.329934450109247,12.647058823529415,12.736000000000004,11.505595209580836,103.73696047904194,0.6465935855310985,0.9521381750078034,0.9033613445378154,0.9097142857142858,0.821828229255774,7.409782891360138,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,0.249258
156,101887609,-7.43027,-1.4343,2.9160000000000004,376.11943,50948916.1248,1377586029724.756,2.4542736,3.6807378,0.142526,0.0,1.6005623999999443,2.367011299999944,0.0,0.0,0.0,16.0,8.0,8.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,16.0,13.0,13.0,5.0,3.0,3.0,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,11.652108284144113,15.439184268026215,14.741176470588238,14.832000000000004,15.2972119760479,116.77272694610778,0.7282567677590069,0.9649490167516386,0.9213235294117648,0.9270000000000004,0.9560757485029938,7.298295434131736,1.0,1.0,1.0,1.0,1.0,1.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.168952
158,101916875,-9.46395,-0.77193,0.003,47.30352,0.0607,872.4428300000002,1.0671162,1.9189739,0.0006320000000000001,0.41415636,-0.3319778000000042,1.1729918999999958,0.0,0.0,0.0,8.0,6.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,2.0,0.0,7.0,9.0,9.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,5.8349371056381045,8.801165331391115,8.847058823529412,9.04,5.465620359281436,64.12196766467066,0.7293671382047631,1.1001456664238891,1.1058823529411763,1.13,0.6832025449101795,8.015245958083833,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2857142857142857,0.839717
161,101923629,-9.47446,-0.89356,0.639,53.18442,54.6049,2072.70006,2.2563869,3.7755258,0.00109,0.0581105,0.3481959000000643,2.7243421000000643,0.0,0.0,0.0,10.0,5.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,10.0,8.0,8.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,6.795214329330349,9.548069919883464,9.11372549019608,9.204,7.810757485029939,72.65355389221557,0.6795214329330349,0.9548069919883464,0.9113725490196078,0.9204,0.7810757485029939,7.265355389221558,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.286045
162,101936676,-9.03185,0.35575,2.241,83.71042,22.8447,1822.95602,1.9073626,6.0424371,0.003698,0.0,1.1363292000000909,4.709848100000091,0.0,0.0,0.0,18.0,7.0,11.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,19.0,19.0,19.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,9.980052920822313,17.38310269482884,16.490196078431378,16.680000000000007,11.3920497005988,136.76944491017966,0.5544473844901284,0.9657279274904912,0.9161220043572988,0.9266666666666672,0.6328916500332666,7.598302495009983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.273533
167,101943562,-8.67265,1.47974,3.2310000000000003,79.84945,200.7665,1482.13736,0.197108,1.3009062,0.000116,0.13356028,-0.7733009999999467,2.869830600000053,0.0,0.0,0.0,18.0,7.0,11.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,18.0,18.0,18.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,9.694852025239163,17.713765477057535,16.839215686274517,17.080000000000005,10.872289221556883,138.18127125748504,0.5386028902910647,0.984098082058752,0.9355119825708064,0.9488888888888892,0.6040160678642713,7.676737292082503,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.362698
174,101987940,-9.6118,0.37021,2.7310000000000003,73.16216,43.3967,1138.80591,1.0980424,1.5888624,0.011901,0.08067659,-0.1450604999999996,0.7311223000000004,0.0,0.0,0.0,15.0,7.0,8.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,15.0,14.0,14.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,8.88211031956035,14.88201019664967,14.250980392156867,14.440000000000005,9.674457485029937,113.75293053892216,0.5921406879706902,0.992134013109978,0.9500653594771244,0.962666666666667,0.6449638323353292,7.583528702594812,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64791
177,102010577,-10.65642,-0.54401,3.132,38.22664,76.6902,1517.36116,1.0387006,1.3344045,0.001827,0.21418664,-0.015273299999989831,0.4838472000000102,0.0,0.0,0.0,7.0,4.0,3.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,7.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4.527540810095664,7.1624180626365614,6.937254901960785,7.039999999999999,4.678071257485032,52.81094550898205,0.6467915442993808,1.0232025803766516,0.9910364145658264,1.0057142857142856,0.6682958939264328,7.544420786997435,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.7231810000000001
178,102010579,-10.62105,-0.09151,2.358,43.19711,53.1574,1136.66338,1.4017143,2.8098789,0.000927,0.01665059,-0.08290210000006938,2.0663293999999306,0.0,0.0,0.0,8.0,4.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,8.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,4.841619173621007,7.938820101966495,7.643137254901964,7.7479999999999976,5.255791616766466,61.502258682634746,0.6052023967026259,0.992352512745812,0.9553921568627451,0.9685,0.6569739520958082,7.687782335329343,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,0.05035
179,102014861,-10.42433,1.88397,0.608,68.65118000000001,11.4976,1433.12767,5.3309210999999985,5.4635376,0.026346,0.47473553,0.03257779999989907,5.290266499999898,0.0,0.0,0.0,15.0,7.0,8.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,15.0,15.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,8.596909423977204,15.212672978878365,14.600000000000005,14.840000000000005,9.15469700598802,115.16475688622756,0.5731272949318137,1.0141781985918912,0.9733333333333336,0.9893333333333336,0.6103131337325347,7.677650459081838,2.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2857142857142857,0.785058
181,102030234,-8.21715,-0.85541,0.059,122.44456,4.847,8377.54609,0.7671998000000001,2.005388,0.00012,0.0,0.6108713000000989,1.2523354000000988,0.0,0.0,0.0,24.0,10.0,14.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,24.0,24.0,24.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,13.792794626501124,23.214857975236697,22.078431372549023,22.32,15.589881437125745,181.42586946107792,0.5746997761042135,0.967285748968196,0.9199346405228759,0.9299999999999998,0.6495783932135727,7.559411227544911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4,0.461957
187,102057272,-9.21108,-0.19043,1.449,92.38965,85.4492,3799.88008,3.023374,3.7370927,0.007067,0.01630388,1.81393479999997,2.37942909999997,0.0,0.0,0.0,16.0,9.0,7.0,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,9.0,16.0,13.0,13.0,6.0,3.0,3.0,0.0,3.0,0.0,0.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,10.36915998371667,16.101238164603053,15.580392156862748,15.788000000000006,10.933862874251494,121.0558988023952,0.6480724989822919,1.0063273852876908,0.9737745098039218,0.9867500000000003,0.6833664296407184,7.5659936751497,2.0,2.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.07578
189,102092512,-8.70546,-2.29701,0.265,129.20143000000002,94.7815,59002.08117000001,0.4184053,1.7428583,4e-06,0.0,-0.2391775000000962,0.0512010999999038,0.0,8.0,9.0,10.0,8.0,2.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,11.0,8.0,2.0,0.0,3.0,0.0,0.0,9.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,8.541827803785875,9.887836853605243,9.725490196078432,9.760000000000002,8.798554491017963,70.22711736526946,0.8541827803785875,0.9887836853605244,0.9725490196078432,0.9760000000000002,0.8798554491017964,7.022711736526946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265047
190,102113589,-8.647839999999999,1.37326,1.555,74.64756,71.3663,3351.47242,1.8231959,4.8558636,0.009633,0.01184925,0.5773630999999568,4.881423199999957,0.0,0.0,0.0,17.0,7.0,10.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,17.0,17.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.983029717077146,16.928623452294246,16.203921568627454,16.484000000000005,9.968820359281434,134.50774251497006,0.5284135127692439,0.9958013795467202,0.9531718569780856,0.9696470588235298,0.5864011976047903,7.912220147939415,3.0,3.0,3.0,3.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.2857142857142857,0.138027
191,102120293,-8.42613,-0.59325,2.812,70.61124000000002,7.3344,3706.95615,1.1718896,2.0717746,0.000334,0.22671157,-0.2256658000000016,1.9864819999999983,0.0,0.0,0.0,12.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,10.0,10.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,7.625483411357624,11.66351056081573,11.176470588235297,11.280000000000005,8.39566347305389,89.31284910179642,0.6354569509464687,0.9719592134013108,0.9313725490196079,0.9400000000000004,0.6996386227544908,7.4427374251497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5866779999999999
195,102160225,-8.8334,-1.10064,1.942,64.81048,35.8481,3041.971760000001,0.7331512,1.8836018,0.000528,0.1244842,-0.3558358000000226,2.1560129999999766,0.0,0.0,0.0,11.0,6.0,5.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,9.0,9.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,7.112533075513944,10.882738528769117,10.505882352941178,10.628000000000002,7.6550688622754475,83.13042814371258,0.6465939159558132,0.989339866251738,0.9550802139037434,0.9661818181818184,0.6959153511159498,7.557311649428416,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.845942
196,102160226,-9.0026,-1.1566,3.059,66.0529,68.2246,3629.17123,0.5737991,2.428464,0.001316,0.0,-0.3418294999999034,2.102863100000097,0.0,0.0,0.0,12.0,6.0,6.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,12.0,10.0,10.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,7.383446977406884,11.826656955571739,11.368627450980394,11.508000000000004,8.05434610778443,91.27320838323357,0.6152872481172401,0.985554746297645,0.9473856209150328,0.9590000000000002,0.6711955089820357,7.606100698602795,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.877517
